ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
1761640_s_at	0.6735	0.57034204	-6.05e-01	-6.57199	-1.90e-01	Z0419///ECs0378	permease///ABC transporter permease
1762896_at	0.6736	0.57052672	6.05e-01	-6.57219	1.75e-01	ECs4991	tail fiber protein
1764732_at	0.6736	0.57077134	-6.04e-01	-6.57245	-1.05e-01	yegB	multidrug efflux system protein MdtE
1762096_at	0.6736	0.57077917	-6.04e-01	-6.57246	-1.75e-01	phnI	ribophosphonate triphosphate synthase complex putative catalytic subunit
1767019_s_at	0.6736	0.5708049	-6.04e-01	-6.57248	-8.50e-02	yecR///Z2959///yecR///ECs2612	hypothetical protein///hypothetical protein///lipoprotein, function unknown///hypothetical protein
1761233_s_at	0.6736	0.5708049	-6.04e-01	-6.57248	-8.50e-02	Z0609///ECs0541	hypothetical protein///hypothetical protein
1762303_s_at	0.6742	0.57140105	-6.03e-01	-6.57312	-8.00e-02	wcaB///wcaB///wcaB///ECs2863	colanic acid biosynthesis acetyltransferase WcaB///colanic acid biosynthesis acetyltransferase WcaB///putative acyl transferase///colanic acid biosynthesis acetyltransferase WcaB
1765506_s_at	0.6745	0.57170253	6.03e-01	-6.57345	1.05e-01	livM///livM	leucine/isoleucine/valine transporter permease subunit///leucine/isoleucine/valine transporter permease
1769237_s_at	0.6749	0.57205154	6.02e-01	-6.57382	1.30e-01	ygjR///ECs3969	hypothetical protein///hypothetical protein
1769138_at	0.6749	0.57216864	-6.02e-01	-6.57395	-1.00e-01	c0333	cytoplasmic protein
1762635_s_at	0.6749	0.57219997	-6.02e-01	-6.57398	-8.00e-02	yedY///Z3063///yedY///ECs2709	sulfite oxidase subunit YedY///sulfite oxidase subunit YedY///membrane-anchored, periplasmic TMAO, DMSO reductase///sulfite oxidase subunit YedY
1761207_s_at	0.675	0.57239698	6.01e-01	-6.57419	1.05e-01	Z3768///yfgG///ECs3366	hypothetical protein///uncharacterized protein///hypothetical protein
1767462_at	0.675	0.572399	6.01e-01	-6.57419	8.00e-02	symE	toxic peptide regulated by antisense sRNA symR
1762496_at	0.6754	0.57282295	-6.01e-01	-6.57465	-9.00e-02	ycaL	metalloprotease ycaL
1764103_s_at	0.6755	0.57297586	6.01e-01	-6.57481	9.50e-02	hcaA1///hcaE///ECs3404	large terminal subunit of phenylpropionate dioxygenase///3-phenylpropionate dioxygenase, large (alpha) subunit///3-phenylpropionate/cinnamic acid dioxygenase subunit alpha
1760291_s_at	0.6757	0.57319238	6.00e-01	-6.57504	8.00e-02	yaiW///ECs0428	hypothetical protein///hypothetical protein
1763541_s_at	0.676	0.5735643	6.00e-01	-6.57543	1.00e-01		
1768865_at	0.676	0.57362741	-5.99e-01	-6.5755	-8.50e-02	ycbO	alkanesulfonate transporter substrate-binding subunit
1761030_s_at	0.677	0.57457029	-5.98e-01	-6.5765	-8.00e-02	c3306///rpoS///rpoS///ECs3595	hypothetical protein///RNA polymerase sigma factor RpoS///RNA polymerase, sigma S (sigma 38) factor///RNA polymerase sigma factor RpoS
1759418_at	0.677	0.57457029	-5.98e-01	-6.5765	-8.00e-02	ydaS	Rac prophage; putative DNA-binding transcriptional regulator
1768085_s_at	0.677	0.57465173	-5.98e-01	-6.57659	-9.50e-02	yeiM///ECs3056	transport system permease///transport system permease
1769162_at	0.6771	0.5748455	5.98e-01	-6.5768	9.00e-02		
1765811_s_at	0.6771	0.57501803	5.97e-01	-6.57698	8.50e-02	yhhM///yhhM///yhhM///ECs4316	hypothetical protein///receptor///DUF2500 family protein///receptor
1759637_at	0.6771	0.57501803	5.97e-01	-6.57698	8.50e-02	priA	Primosome factor n' (replication factor Y)
1760212_s_at	0.6771	0.57501803	5.97e-01	-6.57698	8.50e-02	Z5028///ECs4479	hypothetical protein///hypothetical protein
1759381_s_at	0.6775	0.57546464	5.97e-01	-6.57745	1.35e-01		
1763442_at	0.6777	0.57569472	5.96e-01	-6.57769	1.00e-01	birA	biotin--protein ligase
1766553_s_at	0.6777	0.57574083	5.96e-01	-6.57774	8.00e-02	wzzE///wzzE///wzzE///ECs4718	lipopolysaccharide biosynthesis protein WzzE///lipopolysaccharide biosynthesis protein WzzE///Entobacterial Common Antigen (ECA) polysaccharide chain length modulation protein///lipopolysaccharide biosynthesis protein WzzE
1765563_s_at	0.6778	0.57603338	5.96e-01	-6.57805	9.50e-02	hypA///hypA///hypA///hypA	hydrogenase nickel incorporation protein///hydrogenase nickel incorporation protein///protein involved in nickel insertion into hydrogenases 3///hydrogenase nickel incorporation protein
1759680_s_at	0.6778	0.57605215	-5.96e-01	-6.57807	-8.50e-02		
1766164_s_at	0.6778	0.57605215	-5.96e-01	-6.57807	-8.50e-02	Z0348///ECs0311	transcriptional regulator///transporter
1762881_s_at	0.678	0.57626608	5.95e-01	-6.5783	1.25e-01	c1766///Z2501///ECs1866	membrane transporter///membrane transport protein///membrane transport protein
1768916_at	0.6781	0.57639519	-5.95e-01	-6.57843	-8.50e-02	c0308	hemolysin expression modulating protein
1760706_s_at	0.6781	0.57644113	5.95e-01	-6.57848	1.50e-01	Z2340///Z1483///Z3307///ECs2231///ECs1992///ECs2941///ECs1228	tail fiber protein encoded by prophage CP-933R///tail fiber protein of bacteriophage BP-933W///tail fiber protein encoded within prophage CP-933V///tail fiber protein///tail fiber protein///tail fiber protein///tail fiber protein
1761860_s_at	0.6781	0.57662637	-5.95e-01	-6.57868	-1.20e-01	yagR///paoC///ECs0314	hypothetical protein///PaoABC aldehyde oxidoreductase, Moco-containing subunit///hypothetical protein
1760772_at	0.6781	0.57663371	-5.95e-01	-6.57868	-1.15e-01	ygcS	metabolite transport protein
1761261_s_at	0.6786	0.57709438	-5.94e-01	-6.57917	-8.00e-02	cynS///cynS///ECs0393	cyanate hydratase///cyanate aminohydrolase///cyanate hydratase
1760118_s_at	0.6788	0.57730459	-5.94e-01	-6.57939	-2.40e-01	yjfF///ECs5208	ABC transporter permease///ABC transporter permease
1769255_at	0.6788	0.57738885	5.93e-01	-6.57948	1.05e-01	c5406	hypothetical protein
1765648_s_at	0.679	0.57767054	5.93e-01	-6.57977	8.00e-02	yaiN///yaiN///frmR///ECs0412	regulator protein FrmR///regulator protein FrmR///regulator protein that represses frmRAB operon///regulator protein FrmR
1759882_s_at	0.6793	0.57794535	5.93e-01	-6.58006	9.50e-02	Z0961///ECs0820	endopeptidase Rz of prophage CP-933K///endopeptidase
1766013_s_at	0.6801	0.57868166	5.91e-01	-6.58083	1.55e-01	Z5892///ECs5254	hypothetical protein///hypothetical protein
1768130_s_at	0.6805	0.57910998	5.91e-01	-6.58128	8.50e-02	ptxA///ptxA///ulaC///ECs5171	PTS system L-ascorbate-specific transporter subunit IIA///PTS system L-ascorbate-specific transporter subunit IIA///L-ascorbate-specific enzyme IIA component of PTS///PTS system L-ascorbate-specific transporter subunit IIA
1761954_s_at	0.6817	0.58018535	5.89e-01	-6.5824	1.20e-01	Z1622///Z1183	hypothetical protein///hypothetical protein
1763511_at	0.6824	0.58086753	5.88e-01	-6.58311	1.15e-01	c0289	hypothetical protein
1768815_at	0.6824	0.58089171	-5.88e-01	-6.58313	-8.00e-02	c4770	hypothetical protein
1759492_s_at	0.6825	0.58104805	5.88e-01	-6.5833	1.30e-01	Z0894///ECs0763	hypothetical protein///glutamate mutase L
1766905_s_at	0.6827	0.58130639	5.87e-01	-6.58356	1.70e-01	terA_2///terA///ECs1352	phage inhibition, colicin resistance and tellurite resistance protein///phage inhibition, colicin resistance and tellurite resistance protein///protein TerA
1767072_s_at	0.6828	0.58148703	-5.87e-01	-6.58375	-1.35e-01	yehX///yehX///yehX///ECs3016	ABC transporter ATP-binding protein///ABC transporter ATP-binding protein///putative ABC transporter ATPase///ABC transporter ATP-binding protein
1761338_s_at	0.6831	0.58182523	5.86e-01	-6.5841	8.00e-02	Z1878///borW///borD///ECs1217///ECs1625	Bor protein of prophage CP-933X///Bor protein of bacteriophage BP-933W///DLP12 prophage; putative lipoprotein///Bor protein///Bor protein
1765299_s_at	0.6843	0.58285543	5.85e-01	-6.58516	1.05e-01	sdsR///c2248	ncRNA///hypothetical protein
1761709_s_at	0.6843	0.58297776	-5.84e-01	-6.58529	-1.45e-01	c3771///Z4382///ECs3913	iron ABC transporter substrate-binding protein///iron ABC transporter substrate-binding protein///ferrichrome-binding protein
1760142_s_at	0.6847	0.58336246	-5.84e-01	-6.58569	-1.50e-01		
1763419_s_at	0.6847	0.58343847	-5.84e-01	-6.58576	-1.35e-01	yadN///ECs0145	fimbrial protein///fimbrial-like protein
1766224_s_at	0.6853	0.58398054	5.83e-01	-6.58632	1.60e-01	Z6040///Z1902///Z1367///ECs2246///ECs1977///ECs1797	head-tail adaptor of cryptic prophage CP-933P///head-tail adaptor of prophage CP-933X///hypothetical protein///head-tail adaptor///head-tail adaptor///head-tail adaptor
1766894_at	0.6859	0.58454593	-5.82e-01	-6.5869	-9.00e-02	c2403	hypothetical protein
1761581_at	0.686	0.58468511	-5.82e-01	-6.58704	-1.30e-01	yfbK	hypothetical protein
1760970_at	0.686	0.58477125	5.82e-01	-6.58713	8.00e-02	yhfV	hydrolase
1761936_s_at	0.6863	0.58511578	5.81e-01	-6.58749	1.10e-01	espD///ECs4555	hypothetical protein///protein EspD
1760769_s_at	0.6865	0.58535479	-5.81e-01	-6.58773	-8.50e-02		
1764581_s_at	0.6871	0.58592336	-5.80e-01	-6.58831	-1.20e-01	aroP///ECs0116	aromatic amino acid transporter///aromatic amino acid transporter
1762441_s_at	0.6878	0.58658132	5.79e-01	-6.58898	8.00e-02	dxs///ECs0474	1-deoxy-D-xylulose-5-phosphate synthase///1-deoxy-D-xylulose-5-phosphate synthase
1761774_s_at	0.6879	0.58678419	5.78e-01	-6.58919	1.65e-01		
1763532_at	0.6883	0.58714851	-5.78e-01	-6.58956	-1.30e-01	ECs4969	portal protein
1768424_s_at	0.6891	0.5879026	5.77e-01	-6.59032	8.50e-02	Z2059///ECs1779	hypothetical protein///lipoprotein
1767871_at	0.6891	0.58793873	5.77e-01	-6.59036	1.15e-01	ECs0823	hypothetical protein
1759671_at	0.6892	0.58819038	-5.76e-01	-6.59061	-8.00e-02	c1225	transposase insE
1763441_at	0.6892	0.58819038	5.76e-01	-6.59061	8.00e-02	c4311	hypothetical protein
1763107_s_at	0.6895	0.58856547	-5.76e-01	-6.59099	-1.30e-01		
1765760_s_at	0.6895	0.58862758	-5.75e-01	-6.59105	-1.10e-01	yajB///yajB///acpH///ECs0455	ACP phosphodieterase///ACP phosphodieterase///acyl carrier protein (ACP) phosphodiesterase; ACP hydrolyase///ACP phosphodiesterase
1766609_s_at	0.6896	0.58880542	5.75e-01	-6.59123	9.00e-02	agaV///agaV///agaV///ECs4011	PTS system N-acetylgalactosamine-specific transporter subunit IIB///PTS system N-acetylgalactosamine-specific transporter subunit IIB///N-acetylgalactosamine-specific enzyme IIB component of PTS///PTS system N-acetylgalactosamine-specific transporter subunit IIB
1767608_s_at	0.6896	0.588815	5.75e-01	-6.59124	1.40e-01	Z0509///ECs0461	hypothetical protein///hypothetical protein
1762181_s_at	0.6896	0.58890008	-5.75e-01	-6.59133	-9.50e-02		
1762536_s_at	0.6898	0.5891711	5.75e-01	-6.5916	7.50e-02	yjdG///yjdG///dcuR///ECs5106	DNA-binding transcriptional activator DcuR///DNA-binding transcriptional activator DcuR///response regulator in two-component regulatory system with DcuS///DcuR family transcriptional regulator
1764097_at	0.6898	0.58922356	5.75e-01	-6.59166	1.55e-01	yjjJ	hypothetical protein
1761169_s_at	0.6899	0.58940077	5.74e-01	-6.59183	9.50e-02	thrC///thrC///thrC///ECs0004	threonine synthase///threonine synthase///L-threonine synthase///threonine synthase
1767136_at	0.6899	0.58950273	5.74e-01	-6.59194	9.00e-02	yebT	hypothetical protein
1760230_at	0.6899	0.58950657	5.74e-01	-6.59194	1.40e-01		
1768114_at	0.6908	0.59030696	-5.73e-01	-6.59275	-8.00e-02	c1675	hypothetical protein
1762461_s_at	0.6908	0.59037064	5.73e-01	-6.59281	7.50e-02	phoH///phoH///phoH///ECs1266	hypothetical protein///hypothetical protein///ATP-binding protein; putative PhoH family P-loop ATPase///hypothetical protein
1765442_s_at	0.6908	0.59040418	5.73e-01	-6.59284	8.50e-02	Z3074///Z2340///Z2147///Z1918///Z1382///Z3309///stfR///ECs2231///ECs2159///ECs2941///ECs1650///ECs2717///ECs1123	tail fiber protein of prophage CP-933U///tail fiber protein encoded by prophage CP-933R///tail fiber protein of prophage CP-933O///membrane protein of prophage CP-933X///tail component encoded by cryptic prophage CP-933M; partial///tail fiber protein encoded within prophage CP-933V///Rac prophage; putative tail fiber protein///tail fiber protein///tail fiber protein///tail fiber protein///tail fiber protein///tail fiber protein///tail fiber protein
1768316_at	0.6909	0.59064454	5.72e-01	-6.59309	9.50e-02	gltB	glutamate synthase subunit alpha
1761388_s_at	0.6909	0.59071369	5.72e-01	-6.59315	8.50e-02	bioB///bioB///bioB///ECs0853	biotin synthase///biotin synthase///biotin synthase///biotin synthase
1763209_s_at	0.6909	0.59076816	-5.72e-01	-6.59321	-7.50e-02	yhcM///zapE///ECs4105	hypothetical protein///divisome ATPase///hypothetical protein
1759673_s_at	0.6912	0.59102251	5.72e-01	-6.59346	8.50e-02		
1763247_at	0.6914	0.59127592	-5.71e-01	-6.59372	-1.55e-01	c3682	hypothetical protein
1763631_at	0.6919	0.5918946	-5.70e-01	-6.59434	-1.70e-01	c0293	hypothetical protein
1761020_at	0.6919	0.59204901	5.70e-01	-6.59449	1.20e-01		
1765963_at	0.6919	0.59210882	5.70e-01	-6.59455	1.00e-01	ybaE	hypothetical protein
1768377_at	0.6919	0.5921206	-5.70e-01	-6.59456	-9.00e-02	c0762	alcohol dehydrogenase
1760977_s_at	0.6919	0.59221886	5.70e-01	-6.59466	8.00e-02	Z2364///Z2131///ECs1106///ECs2735	DNA packaging protein of prophage CP-933R; terminase large subunit///terminase large subunit of prophage CP-933O///terminase large subunit///terminase large subunit
1761593_s_at	0.6919	0.59225086	5.70e-01	-6.59469	8.50e-02	celC///celC///chbA///ECs2442	PTS system N,N'-diacetylchitobiose-specific transporter subunit IIA///PTS system N,N'-diacetylchitobiose-specific transporter subunit IIA///N,N'-diacetylchitobiose-specific enzyme IIA component of PTS///PTS system N,N'-diacetylchitobiose-specific transporter subunit IIA
1763609_s_at	0.6919	0.59225086	5.70e-01	-6.59469	8.50e-02	Z2354///ECs1114	tail component of prophage CP-933R///tail length tape measure protein
AFFX-Ec-U57609-2_s_at	0.6919	0.59228251	-5.70e-01	-6.59472	-1.50e-01		
1767098_s_at	0.6919	0.59234681	5.70e-01	-6.59479	7.50e-02	fimA///fimA///ECs5273	major type 1 subunit fimbrin (pilin)///major type 1 subunit fimbrin (pilin)///FimA
1759373_s_at	0.692	0.59251503	5.69e-01	-6.59496	1.15e-01		
1760320_at	0.6922	0.59273864	5.69e-01	-6.59518	7.50e-02	sfaB	F1C and S fimbrial switch regulatory protein
1759176_s_at	0.6926	0.59318578	5.68e-01	-6.59562	1.30e-01	tdcE///tdcE///ECs3994	formate acetyltransferase 3///pyruvate formate-lyase 4/2-ketobutyrate formate-lyase///formate acetyltransferase 3
1759822_at	0.6926	0.59318578	5.68e-01	-6.59562	1.30e-01	c4777	2-dehydro-3-deoxy-6-phosphogalactonate aldolase
1764174_s_at	0.6932	0.59377089	5.67e-01	-6.5962	8.50e-02	aldH///puuC///ECs1877	gamma-glutamyl-gamma-aminobutyraldehyde dehydrogenase///gamma-glutamyl-gamma-aminobutyraldehyde dehydrogenase; succinate semialdehyde dehydrogenase///gamma-glutamyl-gamma-aminobutyraldehyde dehydrogenase
1760900_s_at	0.6937	0.59427445	5.66e-01	-6.5967	8.00e-02	Z1550///ECs1290	hypothetical protein///hypothetical protein
1768575_at	0.6938	0.5945502	-5.66e-01	-6.59698	-9.50e-02	c4762	permease
1760354_at	0.6938	0.59455521	-5.66e-01	-6.59698	-9.00e-02	phr	deoxyribodipyrimidine photolyase, FAD-binding
1768770_s_at	0.6938	0.59455521	-5.66e-01	-6.59698	-9.00e-02	chuT///ECs4382	periplasmic binding protein///hemin binding protein
1765594_s_at	0.6938	0.59461405	-5.66e-01	-6.59704	-8.00e-02	atpD///atpD///atpD///ECs4674	ATP synthase F0F1 subunit beta///ATP synthase F0F1 subunit beta///F1 sector of membrane-bound ATP synthase, beta subunit///ATP synthase F0F1 subunit beta
1766879_at	0.6938	0.59467027	-5.66e-01	-6.5971	-2.20e-01	c3636	hypothetical protein
1765857_s_at	0.6939	0.59495677	5.65e-01	-6.59738	9.00e-02	ydhJ///Z2659///ydhJ///ECs2353	hypothetical protein///hypothetical protein///putative membrane fusion protein (MFP) of YdhJK efflux pump///hypothetical protein
1763903_at	0.6939	0.59495677	5.65e-01	-6.59738	9.00e-02	c1956	hypothetical protein
1763397_s_at	0.6939	0.59495677	-5.65e-01	-6.59738	-9.00e-02	elaD///ECs3157	deubiquitinase///deubiquitinase
1767841_s_at	0.6939	0.59505498	5.65e-01	-6.59748	1.30e-01	tdcD///tdcD///ECs3995	propionate/acetate kinase///propionate kinase/acetate kinase C, anaerobic///propionate/acetate kinase
1760067_s_at	0.6941	0.59535439	-5.65e-01	-6.59777	-1.05e-01	Z1605///Z1166///ECs1345	hypothetical protein///hypothetical protein///hypothetical protein
1767769_s_at	0.6941	0.59537467	-5.65e-01	-6.59779	-1.30e-01	c3608///c2509///c5145///c0268///c1529	hypothetical protein///insertion sequence ATP-binding protein///hypothetical protein///hypothetical protein///hypothetical protein
1765045_s_at	0.6944	0.59565988	5.64e-01	-6.59807	1.10e-01	Z2974///ECs2626	hypothetical protein///hypothetical protein
1763654_s_at	0.6945	0.59588914	5.64e-01	-6.5983	9.00e-02	ydaC///ydaC///ECs1931	hypothetical protein///DUF1187 family protein, Rac prophage; putative double-strand break reduction protein///hypothetical protein
1764876_s_at	0.6946	0.59596398	5.64e-01	-6.59837	8.00e-02	c5206///ECs1388	hypothetical protein///transcriptional regulator
1769243_s_at	0.6948	0.59621514	-5.63e-01	-6.59862	-7.50e-02	def///def///def///def	peptide deformylase///peptide deformylase///peptide deformylase///peptide deformylase
1763212_s_at	0.6949	0.59647972	-5.63e-01	-6.59888	-1.65e-01	yhaU///yhaU///garP///ECs4005	galactarate transporter///transporter///putative (D)-galactarate transporter///transporter
1764276_s_at	0.6949	0.59652295	-5.63e-01	-6.59892	-1.75e-01	c2749	hypothetical protein
1768834_at	0.6949	0.59652795	5.63e-01	-6.59893	2.55e-01	yehQ	hypothetical protein
1761702_s_at	0.6951	0.59676081	-5.63e-01	-6.59916	-8.50e-02		
1763147_s_at	0.6953	0.5970562	5.62e-01	-6.59945	8.50e-02	Z0264///ECs0233	hypothetical protein///hypothetical protein
1764963_at	0.6953	0.59710392	-5.62e-01	-6.59949	-1.15e-01	ydcM	hypothetical protein
1765024_s_at	0.6959	0.59768397	-5.61e-01	-6.60006	-1.05e-01	ECs5444///Z2165	hypothetical protein///hypothetical protein
1763556_s_at	0.696	0.59783793	5.61e-01	-6.60021	1.20e-01	c1800///Z2446///ECs1906	hypothetical protein///hypothetical protein///hypothetical protein
1759516_at	0.6963	0.59811237	5.60e-01	-6.60048	9.50e-02	c4020	hypothetical protein
1765797_s_at	0.6967	0.59857638	5.60e-01	-6.60093	1.55e-01	yjbC///yjbC///ECs5005	23S rRNA pseudouridine synthase F///23S rRNA pseudouridine synthase F///23S rRNA pseudouridine synthase F
1765859_at	0.6967	0.59858495	5.60e-01	-6.60094	1.00e-01	Z5932	invasin
1765762_s_at	0.6968	0.59876731	5.59e-01	-6.60112	1.70e-01	c3170	capsid protein of prophage
1763142_s_at	0.6977	0.5996933	5.58e-01	-6.60202	1.10e-01	hemB///hemB///hemB///ECs0423	delta-aminolevulinic acid dehydratase///delta-aminolevulinic acid dehydratase///5-aminolevulinate dehydratase (porphobilinogen synthase)///delta-aminolevulinic acid dehydratase
1763347_at	0.6977	0.59977143	-5.58e-01	-6.6021	-8.00e-02	c3444	xanthine dehydrogenase subunit XdhA
1762784_s_at	0.6977	0.59977143	5.58e-01	-6.6021	8.00e-02		
1768582_s_at	0.698	0.60007218	-5.57e-01	-6.60239	-1.45e-01	baeS///baeS///ECs2886	signal transduction histidine-protein kinase BaeS///sensory histidine kinase in two-component regulatory system with BaeR///signal transduction histidine-protein kinase BaeS
1764219_s_at	0.6981	0.60026018	-5.57e-01	-6.60257	-8.00e-02	ydjC///ydjC///ECs2439	hypothetical protein///hypothetical protein///hypothetical protein
1762479_at	0.6982	0.60041009	-5.57e-01	-6.60272	-1.60e-01	gltD	glutamate synthase subunit beta
1760120_s_at	0.6987	0.60090909	-5.56e-01	-6.6032	-8.00e-02		
1765953_at	0.6992	0.60140059	-5.55e-01	-6.60368	-1.00e-01	ygcE	sugar kinase ygcE
1759824_at	0.6992	0.60149507	-5.55e-01	-6.60377	-1.10e-01	fdrA	membrane protein FdrA
1765227_s_at	0.6993	0.6017158	5.55e-01	-6.60398	8.00e-02	panD///panD///panD///ECs0135	aspartate alpha-decarboxylase///aspartate alpha-decarboxylase///aspartate 1-decarboxylase///aspartate alpha-decarboxylase
1761478_s_at	0.6993	0.6017158	-5.55e-01	-6.60398	-8.00e-02		
1763265_s_at	0.6994	0.6018172	5.55e-01	-6.60408	7.50e-02	dnaQ///dnaQ///dnaQ///ECs0211	DNA polymerase III subunit epsilon///DNA polymerase III subunit epsilon///DNA polymerase III epsilon subunit///DNA polymerase III subunit epsilon
1767920_s_at	0.6996	0.60218245	5.54e-01	-6.60443	7.50e-02	trmA///trmA///trmA///ECs4896	tRNA (uracil-5-)-methyltransferase///tRNA (uracil-5-)-methyltransferase///tRNA m(5)U54 methyltransferase, SAM-dependent; tmRNA m(5)U341 methyltransferase///tRNA (uracil-5-)-methyltransferase
1766734_s_at	0.6996	0.60218245	5.54e-01	-6.60443	7.50e-02	ydgB///ydgB///folM///ECs2312	short chain dehydrogenase///short chain dehydrogenase///dihydromonapterin reductase, NADPH-dependent; dihydrofolate reductase isozyme///short chain dehydrogenase
1760365_s_at	0.7	0.60259687	-5.53e-01	-6.60483	-1.05e-01	Z3614///ECs3232	prophage DNA injection protein///acyltransferase
1767279_x_at	0.7001	0.60272254	5.53e-01	-6.60495	1.45e-01	Z3934///Z0953///ECs0812///ECs3503	hypothetical protein///hypothetical protein///protein NinG///hypothetical protein
1759300_at	0.7011	0.60365166	5.52e-01	-6.60584	1.00e-01	c1893	hypothetical protein
1764383_at	0.7011	0.6037308	5.52e-01	-6.60592	1.30e-01	yidE	hypothetical protein
1761306_at	0.7011	0.60385972	5.51e-01	-6.60604	1.15e-01	ECs4972	virion morphogenesis protein
1764379_at	0.7011	0.6038892	5.51e-01	-6.60607	1.05e-01	c2922	phosphoenolpyruvate-protein phosphotransferase ypdD
1761067_at	0.7015	0.60429586	-5.51e-01	-6.60646	-1.70e-01	yadL	hypothetical protein
1766256_s_at	0.7017	0.60446086	-5.50e-01	-6.60662	-1.00e-01	glpR///glpR///glpR///ECs4266	DNA-binding transcriptional repressor GlpR///DNA-binding transcriptional repressor GlpR///pseudo///DNA-binding transcriptional repressor GlpR
1759385_s_at	0.7018	0.60468732	-5.50e-01	-6.60684	-1.30e-01	Z0898///ECs0767	hypothetical protein///hypothetical protein
1759290_at	0.7019	0.60477785	5.50e-01	-6.60692	1.10e-01	c1426	cryptic prophage antitermination protein Q
1765242_at	0.702	0.60496467	5.50e-01	-6.6071	9.50e-02	c2463	transacylase
1760375_at	0.702	0.60506889	5.50e-01	-6.6072	7.50e-02	ycjD	DUF559 family endonuclease-related protein
1759962_at	0.7029	0.60585427	5.48e-01	-6.60795	1.10e-01	yphF	ABC transporter periplasmic-binding protein
1759524_s_at	0.703	0.6060503	5.48e-01	-6.60813	1.30e-01	Z4856///ECs4331	hypothetical protein///surfactin synthetase
1763091_s_at	0.7031	0.60617979	-5.48e-01	-6.60826	-8.50e-02	nirD///nirD///nirD///nirD	nitrite reductase small subunit///nitrite reductase small subunit///nitrite reductase (NADH) small subunit///nitrite reductase small subunit
1765314_at	0.7031	0.60623124	-5.48e-01	-6.60831	-9.00e-02	cvrA	putative cation/proton antiporter
1762950_s_at	0.7031	0.60634241	5.48e-01	-6.60841	1.35e-01		
1759829_s_at	0.7031	0.60640493	5.47e-01	-6.60847	1.60e-01	hdeB///hdeB///hdeB///hdeB	acid-resistance protein///acid-resistance protein///acid-resistance protein///acid-resistance protein
1765284_s_at	0.7031	0.60648881	-5.47e-01	-6.60855	-7.50e-02	yfiA///yfiA///raiA///ECs3460	translation inhibitor protein RaiA///translation inhibitor protein RaiA///cold shock protein associated with 30S ribosomal subunit///translation inhibitor protein RaiA
1761092_at	0.7031	0.60656335	-5.47e-01	-6.60862	-1.50e-01	c1833	hypothetical protein
1761370_at	0.7034	0.6068673	5.47e-01	-6.60891	1.25e-01	torS	hybrid sensory histidine kinase in two-component regulatory system with TorR
1764050_s_at	0.7034	0.60695317	-5.47e-01	-6.60899	-9.50e-02	araJ///araJ///araJ///araJ	MFS transport protein AraJ///MFS transport protein AraJ///L-arabinose-inducible putative transporter, MFS family///MFS transport protein AraJ
1764931_s_at	0.7036	0.60719307	5.46e-01	-6.60922	7.50e-02	c1293	hypothetical protein
1763942_at	0.7038	0.6073837	5.46e-01	-6.6094	8.00e-02	yhbU	protease yhbU
1764392_at	0.7038	0.60751346	-5.46e-01	-6.60952	-1.05e-01	c3190	hypothetical protein
1767524_s_at	0.7044	0.60809449	5.45e-01	-6.61007	8.50e-02	yjgQ///yjgQ///lptG///ECs5239	hypothetical protein///hypothetical protein///lipopolysaccharide export ABC permease///hypothetical protein
1768651_s_at	0.7045	0.60818206	-5.45e-01	-6.61015	-9.00e-02	cirA///cirA///cirA///ECs3047	colicin I receptor///colicin I receptor///colicin IA outer membrane receptor and translocator; ferric iron-catecholate transporter///colicin I receptor
1762404_s_at	0.7046	0.60837732	-5.44e-01	-6.61034	-1.15e-01	Z1488///ECs1235	hypothetical protein///hypothetical protein
1768578_at	0.7054	0.60914669	5.43e-01	-6.61106	9.00e-02	puuP	putrescine importer
1760233_s_at	0.7068	0.61041557	5.41e-01	-6.61225	9.50e-02	c3523///Z4282///ECs3813	hypothetical protein///hypothetical protein///lipoprotein
1764628_at	0.7074	0.61098438	5.40e-01	-6.61279	1.25e-01	Z2983	tail fiber assembly protein of prophage CP-933T
1761897_s_at	0.7074	0.61104785	5.40e-01	-6.61284	8.50e-02	c1199///Z4854///ECs4329	acyl carrier protein///acyl carrier protein///acyl carrier protein
1767539_at	0.7077	0.61142154	-5.40e-01	-6.61319	-1.30e-01	ECs1581	hypothetical protein
1761298_at	0.7079	0.61162903	5.39e-01	-6.61339	8.00e-02	intA	CP4-57 prophage; integrase
1762358_at	0.7082	0.61200045	5.39e-01	-6.61373	1.35e-01	c4422	hypothetical protein
1767772_s_at	0.7082	0.61201953	-5.39e-01	-6.61375	-7.50e-02	yhfK///yhfK///yhfK///ECs4209	hypothetical protein///hypothetical protein///putative transporter, FUSC superfamily inner membrane protein///hypothetical protein
1759448_at	0.7084	0.61228271	5.38e-01	-6.614	2.00e-01	ybeW	chaperone protein hscC
1762885_at	0.7084	0.61235753	-5.38e-01	-6.61407	-7.50e-02	c4811	hypothetical protein
1762058_s_at	0.7087	0.61270095	5.38e-01	-6.61438	7.00e-02	ECs5532///yheV///c4124///Z4708	hypothetical protein///DUF2387 family putative metal-binding protein///hypothetical protein///hypothetical protein
1760164_s_at	0.7089	0.6129533	5.37e-01	-6.61462	1.00e-01	cheR///cheR///cheR///ECs2594	chemotaxis methyltransferase CheR///chemotaxis methyltransferase CheR///chemotaxis regulator, protein-glutamate methyltransferase///chemotaxis methyltransferase CheR
